ID,NAME,INCHI,SOURCE,SOURCE_TYPE,ADDITIONAL,SMILES,INCHIKEY,LOCAL_POS,LOCAL_NEG,FORMULA,FIXEDMASS,NETCHARGE,DTXSID,DTXCID,CASRN,PUBCHEMID,INSPECTEDBY
88,(Perfluorotetradecyl)ethyl 2-methyl-2-propenoate,"InChI=1S/C20H9F29O2/c1-5(2)6(50)51-4-3-7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)13(33,34)14(35,36)15(37,38)16(39,40)17(41,42)18(43,44)19(45,46)20(47,48)49/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,KLVRPMUTIRAYBC-UHFFFAOYSA-N,0,0,C20H9F29O2,832.0139479,0,DTXSID4063660,DTXCID6040745,4980-53-4,NA,NA
89,(Perfluorododecyl)ethyl methacrylate,"InChI=1S/C18H9F25O2/c1-5(2)6(44)45-4-3-7(19,20)8(21,22)9(23,24)10(25,26)11(27,28)12(29,30)13(31,32)14(33,34)15(35,36)16(37,38)17(39,40)18(41,42)43/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LFEGLDRNIDJMKB-UHFFFAOYSA-N,0,0,C18H9F25O2,732.020335,0,DTXSID1064083,DTXCID8042763,6014-75-1,NA,NA
90,10:2 Fluorotelomer methacrylate,"InChI=1S/C16H9F21O2/c1-5(2)6(38)39-4-3-7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)13(29,30)14(31,32)15(33,34)16(35,36)37/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,FQHLOOOXLDQLPF-UHFFFAOYSA-N,0,0,C16H9F21O2,632.0267221,0,DTXSID6062204,DTXCID9036480,2144-54-9,NA,NA
91,8:2 Fluorotelomer methacrylate,"InChI=1S/C14H9F17O2/c1-5(2)6(32)33-4-3-7(15,16)8(17,18)9(19,20)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)31/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,HBZFBSFGXQBQTB-UHFFFAOYSA-N,0,0,C14H9F17O2,532.0331093,0,DTXSID8062101,DTXCID5036187,1996-88-9,NA,NA
92,6:2 Fluorotelomer methacrylate,"InChI=1S/C12H9F13O2/c1-5(2)6(26)27-4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CDXFIRXEAJABAZ-UHFFFAOYSA-N,0,0,C12H9F13O2,432.0394964,0,DTXSID3047558,DTXCID1027558,2144-53-8,NA,NA
93,"1H,1H,2H,2H-Perfluorohexyl methacrylate","InChI=1S/C10H9F9O2/c1-5(2)6(20)21-4-3-7(11,12)8(13,14)9(15,16)10(17,18)19/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,TYNRPOFACABVSI-UHFFFAOYSA-N,0,0,C10H9F9O2,332.0458835,0,DTXSID8061979,DTXCID3035713,1799-84-4,NA,NA
94,"3,3,4,4,5,5,5-Heptafluoropentyl 2-methylprop-2-enoate","InChI=1S/C9H9F7O2/c1-5(2)6(17)18-4-3-7(10,11)8(12,13)9(14,15)16/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCC(C(C(F)(F)F)(F)F)(F)F,VZOWCSFBTSNJKX-UHFFFAOYSA-N,0,0,C9H9F7O2,282.0490771,0,DTXSID80562853,DTXCID40513629,2145-81-5,NA,NA
95,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadecafluoroundecyl 2-methylprop-2-enoate","InChI=1S/C15H11F17O2/c1-6(2)7(33)34-5-3-4-8(16,17)9(18,19)10(20,21)11(22,23)12(24,25)13(26,27)14(28,29)15(30,31)32/h1,3-5H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,QOIKFYLOUXBJNG-UHFFFAOYSA-N,0,0,C15H11F17O2,546.0487593,0,DTXSID60895914,DTXCID601325409,150625-20-0,NA,NA
96,"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl 2-methylprop-2-enoate","InChI=1S/C13H11F13O2/c1-6(2)7(27)28-5-3-4-8(14,15)9(16,17)10(18,19)11(20,21)12(22,23)13(24,25)26/h1,3-5H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,AIIUJTLQIOPZBE-UHFFFAOYSA-N,0,0,C13H11F13O2,446.0551465,0,DTXSID90895740,DTXCID401325253,1228350-17-1,NA,NA
97,"4,4,5,5,6,6,7,7,7-Nonafluoroheptyl 2-methylprop-2-enoate","InChI=1S/C11H11F9O2/c1-6(2)7(21)22-5-3-4-8(12,13)9(14,15)10(16,17)11(18,19)20/h1,3-5H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,WOISXUMMZSMYSB-UHFFFAOYSA-N,0,0,C11H11F9O2,346.0615336,0,DTXSID30895648,DTXCID801325162,243842-15-1,NA,NA
98,2-[(2-Methylprop-2-enoyl)oxy]ethyl heptafluorobutanoate,"InChI=1S/C10H9F7O4/c1-5(2)6(18)20-3-4-21-7(19)8(11,12)9(13,14)10(15,16)17/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)OCCOC(=O)C(C(C(F)(F)F)(F)F)(F)F,VQOPAPHAKJCJTK-UHFFFAOYSA-N,0,0,C10H9F7O4,326.0389063,0,DTXSID60895737,DTXCID301325250,146615-73-8,NA,NA
99,S-((Perfluoro-5-methylhexyl)ethyl)-2-methylpropenethioate,"InChI=1S/C13H9F15OS/c1-5(2)6(29)30-4-3-7(14,15)9(17,18)11(21,22)10(19,20)8(16,12(23,24)25)13(26,27)28/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)SCCC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F,LDEYRMSHMYWNMA-UHFFFAOYSA-N,0,0,C13H9F15OS,498.0134592,0,DTXSID3067574,DTXCID5038256,30769-91-6,NA,NA
100,S-((Perfluoro-7-(methyl)octyl)ethyl) thiomethacrylate,"InChI=1S/C15H9F19OS/c1-5(2)6(35)36-4-3-7(16,17)9(19,20)11(23,24)13(27,28)12(25,26)10(21,22)8(18,14(29,30)31)15(32,33)34/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)SCCC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LELPCBUDRUDINH-UHFFFAOYSA-N,0,0,C15H9F19OS,598.0070721,0,DTXSID5067394,DTXCID3037830,28506-33-4,NA,NA
101,S-((Perfluoro-9-methyldecyl)ethyl) 2-methyl-2-propenethioate,"InChI=1S/C17H9F23OS/c1-5(2)6(41)42-4-3-7(18,19)9(21,22)11(25,26)13(29,30)15(33,34)14(31,32)12(27,28)10(23,24)8(20,16(35,36)37)17(38,39)40/h1,3-4H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)C(=O)SCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,ZBPHBMSKQBHWJR-UHFFFAOYSA-N,0,0,C17H9F23OS,698.000685,0,DTXSID8067573,DTXCID0038255,30769-88-1,NA,NA
102,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]-2-methylprop-1-ene","InChI=1S/C7H7F7O/c1-4(2)3-15-5(8,6(9,10)11)7(12,13)14/h1,3H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C(C)COC(C(F)(F)F)(C(F)(F)F)F,VMDVHHXKJFTLTD-UHFFFAOYSA-N,0,0,C7H7F7O,240.0385124,0,DTXSID70617184,DTXCID70567938,38471-83-9,NA,NA
103,N-[(4-Bromophenyl)(perfluorobutyl)-ÃŽÂ»4-sulfanylidene]acetamide,"InChI=1S/C12H7BrF9NOS/c1-6(24)23-25(8-4-2-7(13)3-5-8)12(21,22)10(16,17)9(14,15)11(18,19)20/h2-5H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)N=S(c1ccc(cc1)Br)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,ALLMSMRJFZFUBB-UHFFFAOYSA-N,0,0,C12H7BrF9NOS,462.9288009,0,DTXSID90897466,DTXCID901326806,1178899-27-8,NA,NA
104,N-[(Perfluorobutyl)phenyl-lambda4-sulfanylidene]acetamide,"InChI=1S/C12H8F9NOS/c1-7(23)22-24(8-5-3-2-4-6-8)12(20,21)10(15,16)9(13,14)11(17,18)19/h2-6H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)N=S(c1ccccc1)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,MAUZJOYMXJCRIB-UHFFFAOYSA-N,0,0,C12H8F9NOS,385.0182889,0,DTXSID60897211,DTXCID801326603,1178899-18-7,NA,NA
105,"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione","InChI=1S/C10H7F9O3/c1-3(20)5(4(2)21)6(22)7(11,12)8(13,14)9(15,16)10(17,18)19/h5H,1-2H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(=O)C)C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,HVLNFEAJGJQHFN-UHFFFAOYSA-N,0,0,C10H7F9O3,346.0251481,0,DTXSID50895625,DTXCID201325140,120110-91-0,NA,NA
106,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-one","InChI=1S/C9H3F15O/c1-2(25)3(10,11)4(12,13)5(14,15)6(16,17)7(18,19)8(20,21)9(22,23)24/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LFMZSQGESVNRLL-UHFFFAOYSA-N,0,0,C9H3F15O,411.994438,0,DTXSID50504109,DTXCID10454919,754-85-8,NA,NA
107,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-2-one","InChI=1S/C8H3F13O/c1-2(22)3(9,10)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,IWJCXMJWFQQWED-UHFFFAOYSA-N,0,0,C8H3F13O,361.9976316,0,DTXSID80895471,DTXCID101324987,80793-21-1,NA,NA
108,Methyl perfluoropentyl ketone,"InChI=1S/C7H3F11O/c1-2(19)3(8,9)4(10,11)5(12,13)6(14,15)7(16,17)18/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,HWGNOHFZECDUBX-UHFFFAOYSA-N,0,0,C7H3F11O,312.0008251,0,DTXSID00578936,DTXCID20529703,7/8/2708,NA,NA
109,Methyl perfluorobutyl ketone,"InChI=1S/C6H3F9O/c1-2(16)3(7,8)4(9,10)5(11,12)6(13,14)15/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,LPPFRPMJUNOKRS-UHFFFAOYSA-N,0,0,C6H3F9O,262.0040187,0,DTXSID90379555,DTXCID50330581,678-18-2,NA,NA
110,Methyl heptafluoropropylketone,"InChI=1S/C5H3F7O/c1-2(13)3(6,7)4(8,9)5(10,11)12/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(C(C(F)(F)F)(F)F)(F)F,XJYXROGTQYHLTH-UHFFFAOYSA-N,0,0,C5H3F7O,212.0072123,0,DTXSID00188993,DTXCID60111484,355-17-9,NA,NA
111,"3,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-3-en-2-one","InChI=1S/C10H3F15O/c1-2(26)3(11)4(12)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)25/h1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C(=C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F,GASXCMFGMORIFO-UHFFFAOYSA-N,0,0,C10H3F15O,423.994438,0,DTXSID20758051,DTXCID40708795,92604-91-6,NA,NA
112,"(3Z)-4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Hexadecafluoroundec-3-en-2-one","InChI=1S/C11H4F16O/c1-3(28)2-4(12)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)27/h2H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)C=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,FGWAKQKTCXBUER-UHFFFAOYSA-N,0,0,C11H4F16O,456.0006663,0,NA,NA,NA,NA,NA
113,"1-[4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)phenyl]ethan-1-one","InChI=1S/C11H7F7O/c1-6(19)7-2-4-8(5-3-7)9(12,10(13,14)15)11(16,17)18/h2-5H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)F,HJVLSXWSPYGSIV-UHFFFAOYSA-N,0,0,C11H7F7O,288.0385124,0,DTXSID10896330,DTXCID601325823,353273-22-0,NA,NA
114,1-[4-(Heptafluoropropyl)-1H-pyrrol-3-yl]ethan-1-one,"InChI=1S/C9H6F7NO/c1-4(18)5-2-17-3-6(5)7(10,11)8(12,13)9(14,15)16/h2-3,17H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)c1c[nH]cc1C(C(C(F)(F)F)(F)F)(F)F,BWOZUJHCNZSSLZ-UHFFFAOYSA-N,0,0,C9H6F7NO,277.0337614,0,DTXSID60557803,DTXCID90508585,121103-97-7,NA,NA
115,"4-Amino-5,5,6,6,7,7,7-heptafluorohept-3-en-2-one","InChI=1S/C7H6F7NO/c1-3(16)2-4(15)5(8,9)6(10,11)7(12,13)14/h15H,2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=N)C(C(C(F)(F)F)(F)F)(F)F,DWUMJZXYFAYWQF-UHFFFAOYSA-N,0,0,C7H6F7NO,253.0337614,0,NA,NA,NA,NA,NA
116,"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecane-2,4-dione","InChI=1S/C12H5F17O2/c1-3(30)2-4(31)5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)29/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,LOPUACNVJXKLKA-UHFFFAOYSA-N,0,0,C12H5F17O2,504.0018091,0,DTXSID20895672,DTXCID101325185,203201-14-3,NA,NA
117,(Perfluoroheptanoyl)acetone,"InChI=1S/C10H5F13O2/c1-3(24)2-4(25)5(11,12)6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)23/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,VMRLNPHYYNLINM-UHFFFAOYSA-N,0,0,C10H5F13O2,404.0081963,0,DTXSID90382069,DTXCID70333094,82822-26-2,NA,NA
118,"5,5,6,6,7,7,8,8,9,9,9-Undecafluorononane-2,4-dione","InChI=1S/C9H5F11O2/c1-3(21)2-4(22)5(10,11)6(12,13)7(14,15)8(16,17)9(18,19)20/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,YKIGIKLABXBCDX-UHFFFAOYSA-N,0,0,C9H5F11O2,354.0113898,0,DTXSID90504108,DTXCID50454918,75824-01-0,NA,NA
119,"(Perfluoro-1-butyl)butane-1,3-dione","InChI=1S/C8H5F9O2/c1-3(18)2-4(19)5(9,10)6(11,12)7(13,14)8(15,16)17/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,NQPVZXRGQCXFLN-UHFFFAOYSA-N,0,0,C8H5F9O2,304.0145834,0,DTXSID70379715,DTXCID30330741,355-84-0,NA,NA
120,"5,5,6,6,7,7,7-heptafluoroheptane-2,4-dione","InChI=1S/C7H5F7O2/c1-3(15)2-4(16)5(8,9)6(10,11)7(12,13)14/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,QHBCZMRCKGKVSR-UHFFFAOYSA-N,0,0,C7H5F7O2,254.0177769,0,DTXSID40379267,DTXCID00330293,356-30-9,NA,NA
121,"5,6,6,6-Tetrafluoro-5-(heptafluoropropoxy)hexane-2,4-dione","InChI=1S/C9H5F11O3/c1-3(21)2-4(22)5(10,7(13,14)15)23-9(19,20)6(11,12)8(16,17)18/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(=O)C(C(F)(F)F)(F)OC(C(C(F)(F)F)(F)F)(F)F,WKZWQTGKGJHUHH-UHFFFAOYSA-N,0,0,C9H5F11O3,370.0063044,0,DTXSID70896513,DTXCID201326005,261760-03-6,NA,NA
122,"4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononan-2-one","InChI=1S/C9H5F13O/c1-3(23)2-4(10,11)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,RRFHTSQSIQEIHY-UHFFFAOYSA-N,0,0,C9H5F13O,376.0132816,0,DTXSID40379924,DTXCID00330950,77893-60-8,NA,NA
123,"4,4,5,5,6,6,7,7,7-Nonafluoroheptan-2-one","InChI=1S/C7H5F9O/c1-3(17)2-4(8,9)5(10,11)6(12,13)7(14,15)16/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,YBLYWKGTXUNAOC-UHFFFAOYSA-N,0,0,C7H5F9O,276.0196688,0,DTXSID90516569,DTXCID40467375,86358-19-2,NA,NA
124,3-(Perfluoropropyl)-2-propanone,"InChI=1S/C6H5F7O/c1-3(14)2-4(7,8)5(9,10)6(11,12)13/h2H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CC(C(C(F)(F)F)(F)F)(F)F,HXAYZDVVQAKLDA-UHFFFAOYSA-N,0,0,C6H5F7O,226.0228623,0,DTXSID80382139,DTXCID60333164,136909-72-3,NA,NA
125,"32-(Perfluoro-9-methyldecyl)-2,5,8,11,14,17,20,23,26,29-decaoxodotriacontan-31-ol","InChI=1S/C43H45F23O11/c1-22(67)2-3-23(68)4-5-24(69)6-7-25(70)8-9-26(71)10-11-27(72)12-13-28(73)14-15-29(74)16-17-30(75)18-19-31(76)20-32(77)21-33(44,45)35(47,48)37(51,52)39(55,56)41(59,60)40(57,58)38(53,54)36(49,50)34(46,42(61,62)63)43(64,65)66/h32,77H,2-21H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,NFDIWGSYOGEYNO-UHFFFAOYSA-N,0,0,C43H45F23O11,1174.259461,0,DTXSID90881027,DTXCID901022345,93776-10-4,NA,NA
126,"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluorododecan-2-one","InChI=1S/C12H7F17O/c1-4(30)2-3-5(13,14)6(15,16)7(17,18)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)29/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,YODYACHGCKMUMD-UHFFFAOYSA-N,0,0,C12H7F17O,490.0225446,0,DTXSID20895536,DTXCID001325051,82486-22-4,NA,NA
127,4-(Perfluorobutyl)-2-butanone,"InChI=1S/C8H7F9O/c1-4(18)2-3-5(9,10)6(11,12)7(13,14)8(15,16)17/h2-3H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,QSFHSDZDCSCCGQ-UHFFFAOYSA-N,0,0,C8H7F9O,290.0353188,0,DTXSID20577986,DTXCID80528757,140834-64-6,NA,NA
128,Pyrifluquinazon,"InChI=1S/C19H15F7N4O2/c1-11(31)30-15-5-4-14(17(20,18(21,22)23)19(24,25)26)7-13(15)10-29(16(30)32)28-9-12-3-2-6-27-8-12/h2-8,28H,9-10H2,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)N1c2ccc(cc2CN(C1=O)NCc1cccnc1)C(C(F)(F)F)(C(F)(F)F)F,MIOBBYRMXGNORL-UHFFFAOYSA-N,0,0,C19H15F7N4O2,464.1083233,0,DTXSID6058057,DTXCID2031825,337458-27-2,NA,NA
129,"1-[3-Methylidene-4-(2,2,3,3,4,4,5,5,5-nonafluoropentyl)pyrrolidin-1-yl]ethan-1-one","InChI=1S/C12H12F9NO/c1-6-4-22(7(2)23)5-8(6)3-9(13,14)10(15,16)11(17,18)12(19,20)21/h8H,1,3-5H2,2H3",https://comptox.epa.gov/dashboard,C,NA,C=C1CN(CC1CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)C,CFZPILZXWJKGJJ-UHFFFAOYSA-N,0,0,C12H12F9NO,357.077518,0,DTXSID90370986,DTXCID30322020,31164-13-3,NA,NA
130,"1-Acetyl-3,5-bis(perfluorohexyl)pyrazole","InChI=1S/C17H4F26N2O/c1-3(46)45-5(7(20,21)9(24,25)11(28,29)13(32,33)15(36,37)17(41,42)43)2-4(44-45)6(18,19)8(22,23)10(26,27)12(30,31)14(34,35)16(38,39)40/h2H,1H3",https://comptox.epa.gov/dashboard,C,NA,CC(=O)n1c(cc(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)n1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,IQHPIVLECIKIGS-UHFFFAOYSA-N,0,0,C17H4F26N2O,745.9908465,0,DTXSID60370978,DTXCID00322012,231953-34-7,NA,NA
131,"N,N'-(5-{[1,1,1,4,5,5,5-Heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}-1,3-phenylene)diacetamide","InChI=1S/C19H11F17N2O3/c1-6(39)37-8-3-9(38-7(2)40)5-10(4-8)41-12(15(22,23)24)11(13(20,16(25,26)27)17(28,29)30)14(21,18(31,32)33)19(34,35)36/h3-5H,1-2H3,(H,37,39)(H,38,40)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1cc(cc(c1)OC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F)C(F)(F)F)N=C(C)O)O,NPGWPCYQBUMSNZ-UHFFFAOYSA-N,0,0,C19H11F17N2O3,638.049822,0,DTXSID20896745,DTXCID601326233,150225-65-3,NA,NA
132,N-[4-(Heptafluoropropyl)phenyl]acetamide,"InChI=1S/C11H8F7NO/c1-6(20)19-8-4-2-7(3-5-8)9(12,13)10(14,15)11(16,17)18/h2-5H,1H3,(H,19,20)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1ccc(cc1)C(C(C(F)(F)F)(F)F)(F)F)O,DGTLBPOBSFXXAK-UHFFFAOYSA-N,0,0,C11H8F7NO,303.0494114,0,DTXSID30895946,DTXCID701325440,199530-73-9,NA,NA
133,4-Acetamidophenyl nonafluorobutane-1-sulfonate,"InChI=1S/C12H8F9NO4S/c1-6(23)22-7-2-4-8(5-3-7)26-27(24,25)12(20,21)10(15,16)9(13,14)11(17,18)19/h2-5H,1H3,(H,22,23)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1ccc(cc1)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,XKJVCVNWVBTHFU-UHFFFAOYSA-N,0,0,C12H8F9NO4S,433.0030327,0,DTXSID80896221,DTXCID201325714,41605-57-6,NA,NA
134,4-Acetamido-3-chlorophenyl nonafluorobutane-1-sulfonate,"InChI=1S/C12H7ClF9NO4S/c1-5(24)23-8-3-2-6(4-7(8)13)27-28(25,26)12(21,22)10(16,17)9(14,15)11(18,19)20/h2-4H,1H3,(H,23,24)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1ccc(cc1Cl)OS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,OSNHQRSDSSUDCW-UHFFFAOYSA-N,0,0,C12H7ClF9NO4S,466.9640604,0,DTXSID00896263,DTXCID001325756,1428370-26-6,NA,NA
135,N-[8-(Heptafluoropropyl)-9H-purin-6-yl]acetamide,"InChI=1S/C10H6F7N5O/c1-3(23)20-5-4-6(19-2-18-5)22-7(21-4)8(11,12)9(13,14)10(15,16)17/h2H,1H3,(H2,18,19,20,21,22,23)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1c2c(ncn1)[nH]c(C(C(C(F)(F)F)(F)F)(F)F)n2)O,MHGACOGUAGEXMU-UHFFFAOYSA-N,0,0,C10H6F7N5O,345.0460574,0,DTXSID50896218,DTXCID101325711,147916-78-7,NA,NA
136,"N-[5-(Heptafluoropropyl)-1,3,4-thiadiazol-2-yl]acetamide","InChI=1S/C7H4F7N3OS/c1-2(18)15-4-17-16-3(19-4)5(8,9)6(10,11)7(12,13)14/h1H3,(H,15,17,18)",https://comptox.epa.gov/dashboard,C,NA,CC(=Nc1nnc(C(C(C(F)(F)F)(F)F)(F)F)s1)O,UZHFMCLWCHAURR-UHFFFAOYSA-N,0,0,C7H4F7N3OS,310.9963303,0,DTXSID50896192,DTXCID601325685,356795-59-0,NA,NA
